ID,Days,Vessel,VesselType,Year,Month,Day,Date,DayOfWeek,Latitude,Longitude,Slaves embarked,Slaves died on coast,Slaves began MP,Slaves disembarked,Slaves alive,Slave men deaths,Slave women deaths,Total slave adult deaths,Slave boy deaths,Slave girl deaths,Total slave child deaths,Slave deaths of unkown gender and age,Total slave deaths,Slave births,Archive,Document
146,19,Geertruida_en_Christina,Frigate,1785,5,17,17850517,Tuesday,1.6833,-6.33,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
147,20,Geertruida_en_Christina,Frigate,1785,5,18,17850518,Wednesday,1.4167,-7.18,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
148,21,Geertruida_en_Christina,Frigate,1785,5,19,17850519,Thursday,1.5333,-8.44,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
149,22,Geertruida_en_Christina,Frigate,1785,5,20,17850520,Friday,1.55,-9.74,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
150,23,Geertruida_en_Christina,Frigate,1785,5,21,17850521,Saturday,1.7,-11.38,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
151,24,Geertruida_en_Christina,Frigate,1785,5,22,17850522,Sunday,1.55,-13.19,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
152,25,Geertruida_en_Christina,Frigate,1785,5,23,17850523,Monday,1.5333,-15.19,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
153,26,Geertruida_en_Christina,Frigate,1785,5,24,17850524,Tuesday,1.45,-16.87,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
154,27,Geertruida_en_Christina,Frigate,1785,5,25,17850525,Wednesday,1.6167,-18.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
155,28,Geertruida_en_Christina,Frigate,1785,5,26,17850526,Thursday,2.3167,-18.91,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
156,29,Geertruida_en_Christina,Frigate,1785,5,27,17850527,Friday,2.7167,-20,,,,,,1,2,3,,,,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
157,30,Geertruida_en_Christina,Frigate,1785,5,28,17850528,Saturday,2.5667,-20.36,,,,,,3,1,4,,,,,4,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
158,31,Geertruida_en_Christina,Frigate,1785,5,29,17850529,Sunday,1.8333,-22.03,,,,,,2,1,3,,,,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
159,32,Geertruida_en_Christina,Frigate,1785,5,30,17850530,Monday,1.75,-23.69,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
160,33,Geertruida_en_Christina,Frigate,1785,5,31,17850531,Tuesday,1.7167,-24.75,,,,,,3,,3,,,,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
161,34,Geertruida_en_Christina,Frigate,1785,6,1,17850601,Wednesday,2.0333,-25.6,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
162,35,Geertruida_en_Christina,Frigate,1785,6,2,17850602,Thursday,2.4167,-26.44,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
163,36,Geertruida_en_Christina,Frigate,1785,6,3,17850603,Friday,2.5,-27.84,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
164,37,Geertruida_en_Christina,Frigate,1785,6,4,17850604,Saturday,2.5833,-29.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
165,38,Geertruida_en_Christina,Frigate,1785,6,5,17850605,Sunday,2.5833,-30.56,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
166,39,Geertruida_en_Christina,Frigate,1785,6,6,17850606,Monday,3.2,-32.02,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
167,40,Geertruida_en_Christina,Frigate,1785,6,7,17850607,Tuesday,3.6,-32.75,,,,,,2,,2,1,,1,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
168,41,Geertruida_en_Christina,Frigate,1785,6,8,17850608,Wednesday,3.4333,-32.63,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
169,42,Geertruida_en_Christina,Frigate,1785,6,9,17850609,Thursday,3.1,-32.83,,,,,,2,2,4,,,,,4,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
170,43,Geertruida_en_Christina,Frigate,1785,6,10,17850610,Friday,3.05,-32.89,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
171,44,Geertruida_en_Christina,Frigate,1785,6,11,17850611,Saturday,3.0667,-33.23,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
172,45,Geertruida_en_Christina,Frigate,1785,6,12,17850612,Sunday,3.0167,-33.56,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
173,46,Geertruida_en_Christina,Frigate,1785,6,13,17850613,Monday,3.2,-34.34,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
174,47,Geertruida_en_Christina,Frigate,1785,6,14,17850614,Tuesday,2.9667,-35.74,,,,,,2,,2,1,,1,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
175,48,Geertruida_en_Christina,Frigate,1785,6,15,17850615,Wednesday,2.6,-37.45,,,,,,1,,1,1,,1,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
176,49,Geertruida_en_Christina,Frigate,1785,6,16,17850616,Thursday,2.75,-38.61,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
177,50,Geertruida_en_Christina,Frigate,1785,6,17,17850617,Friday,2.75,-38.67,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
178,51,Geertruida_en_Christina,Frigate,1785,6,18,17850618,Saturday,2.7167,-39.6,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
179,52,Geertruida_en_Christina,Frigate,1785,6,19,17850619,Sunday,2.5667,-41.46,,,,,,2,1,3,,,,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
180,53,Geertruida_en_Christina,Frigate,1785,6,20,17850620,Monday,2.1833,-42.92,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
181,54,Geertruida_en_Christina,Frigate,1785,6,21,17850621,Tuesday,2.6167,-44.5,,,,,,3,2,5,,,,,5,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
182,55,Geertruida_en_Christina,Frigate,1785,6,22,17850622,Wednesday,3.7167,-45.95,,,,,,1,2,3,,,,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
183,56,Geertruida_en_Christina,Frigate,1785,6,23,17850623,Thursday,3.9833,-48.34,,,,,,2,3,5,,,,,5,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
184,57,Geertruida_en_Christina,Frigate,1785,6,24,17850624,Friday,4.45,-50.77,,,,,,2,2,4,1,,1,,5,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
185,58,Geertruida_en_Christina,Frigate,1785,6,25,17850625,Saturday,5.4667,-51.5,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
186,59,Geertruida_en_Christina,Frigate,1785,6,26,17850626,Sunday,6.091,-53.625,,,,,,2,,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
187,60,Geertruida_en_Christina,Frigate,1785,6,27,17850627,Monday,6.29,-54.58,,,,,,,1,1,1,1,2,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
188,61,Geertruida_en_Christina,Frigate,1785,6,28,17850628,Tuesday,5.92,-55.15,,,,,,2,,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
189,62,Geertruida_en_Christina,Frigate,1785,6,29,17850629,Wednesday,5.92,-55.15,,,,,,,2,2,1,,1,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
190,63,Geertruida_en_Christina,Frigate,1785,6,30,17850630,Thursday,5.92,-55.15,,,,,,,,,,1,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
191,64,Geertruida_en_Christina,Frigate,1785,7,1,17850701,Friday,5.92,-55.15,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
192,65,Geertruida_en_Christina,Frigate,185,7,2,17850702,Saturday,5.92,-55.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
193,66,Geertruida_en_Christina,Frigate,1785,7,3,17850703,Sunday,5.92,-55.15,,,,,,2,,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_429
194,1,Haast_U_Langzaam_A,Frigate,1775,12,6,17751206,Wednesday,5.083,-1.3377,,7,262,,262,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
195,2,Haast_U_Langzaam_A,Frigate,1775,12,7,17751207,Thursday,5.083,-1.3377,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
196,3,Haast_U_Langzaam_A,Frigate,1775,12,8,17751208,Friday,4.73,-3.76,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
197,4,Haast_U_Langzaam_A,Frigate,1775,12,9,17751209,Saturday,4.3333,-3.1403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
198,5,Haast_U_Langzaam_A,Frigate,1775,12,10,17751210,Sunday,4.35,-2.4736,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
199,6,Haast_U_Langzaam_A,Frigate,1775,12,11,17751211,Monday,3.7167,-2.0903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
200,7,Haast_U_Langzaam_A,Frigate,1775,12,12,17751212,Tuesday,3.1667,-1.5903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
201,8,Haast_U_Langzaam_A,Frigate,1775,12,13,17751213,Wednesday,2.25,-1.5903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
202,9,Haast_U_Langzaam_A,Frigate,1775,12,14,17751214,Thursday,1.3167,-1.5903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
203,10,Haast_U_Langzaam_A,Frigate,1775,12,15,17751215,Friday,0.5167,-1.5903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
204,11,Haast_U_Langzaam_A,Frigate,1775,12,16,17751216,Saturday,0.05,-1.4236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
205,12,Haast_U_Langzaam_A,Frigate,1775,12,17,17751217,Sunday,0.2667,-1.0236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
206,13,Haast_U_Langzaam_A,Frigate,1775,12,18,17751218,Monday,-0.15,-1.1569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
207,14,Haast_U_Langzaam_A,Frigate,1775,12,19,17751219,Tuesday,-0.3167,-1.7236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
208,15,Haast_U_Langzaam_A,Frigate,1775,12,20,17751220,Wednesday,-0.6833,-1.3569,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
209,16,Haast_U_Langzaam_A,Frigate,1775,12,21,17751221,Thursday,-0.2167,-2.1569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
210,17,Haast_U_Langzaam_A,Frigate,1775,12,22,17751222,Friday,-0.2833,-2.6236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
211,18,Haast_U_Langzaam_A,Frigate,1775,12,23,17751223,Saturday,-0.4167,-3.7069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
212,19,Haast_U_Langzaam_A,Frigate,1775,12,24,17751224,Sunday,-0.5333,-4.8403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
213,20,Haast_U_Langzaam_A,Frigate,1775,12,25,17751225,Monday,-0.0667,-5.2903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
214,21,Haast_U_Langzaam_A,Frigate,1775,12,26,17751226,Tuesday,-0.2167,-6.2403,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
215,22,Haast_U_Langzaam_A,Frigate,1775,12,27,17751227,Wednesday,0.2333,-7.3069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
216,23,Haast_U_Langzaam_A,Frigate,1775,12,28,17751228,Thursday,0.1167,-8.1069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
217,24,Haast_U_Langzaam_A,Frigate,1775,12,29,17751229,Friday,0.25,-9.3736,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
218,25,Haast_U_Langzaam_A,Frigate,1775,12,30,17751230,Saturday,-0.3667,-10.4069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
219,26,Haast_U_Langzaam_A,Frigate,1775,12,31,17751231,Sunday,-0.3667,-11.2736,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
220,27,Haast_U_Langzaam_A,Frigate,1776,1,1,17760101,Monday,-0.55,-13.1403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
221,28,Haast_U_Langzaam_A,Frigate,1776,1,2,17760102,Tuesday,-0.8,-15.2569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
222,29,Haast_U_Langzaam_A,Frigate,1776,1,3,17760103,Wednesday,-0.8167,-17.5569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
223,30,Haast_U_Langzaam_A,Frigate,1776,1,4,17760104,Thursday,-0.55,-20.0903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
224,31,Haast_U_Langzaam_A,Frigate,1776,1,5,17760105,Friday,-0.3667,-22.1903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
225,32,Haast_U_Langzaam_A,Frigate,1776,1,6,17760106,Saturday,-0.1833,-24.2569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
226,33,Haast_U_Langzaam_A,Frigate,1776,1,7,17760107,Sunday,-0.25,-26.2569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
227,34,Haast_U_Langzaam_A,Frigate,1776,1,8,17760108,Monday,-0.25,-27.2569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
228,35,Haast_U_Langzaam_A,Frigate,1776,1,9,17760109,Tuesday,-0.4833,-28.5903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
229,36,Haast_U_Langzaam_A,Frigate,1776,1,10,17760110,Wednesday,-0.4,-30.1569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
230,37,Haast_U_Langzaam_A,Frigate,1776,1,11,17760111,Thursday,-0.2333,-30.7236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
231,38,Haast_U_Langzaam_A,Frigate,1776,1,12,17760112,Friday,-0.1167,-31.2236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
232,39,Haast_U_Langzaam_A,Frigate,1776,1,13,17760113,Saturday,-0.3667,-32.0403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
233,40,Haast_U_Langzaam_A,Frigate,1776,1,14,17760114,Sunday,-0.3667,-33.3736,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
234,41,Haast_U_Langzaam_A,Frigate,1776,1,15,17760115,Monday,-0.2167,-34.3569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
235,42,Haast_U_Langzaam_A,Frigate,1776,1,16,17760116,Tuesday,0.05,-35.6403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
236,43,Haast_U_Langzaam_A,Frigate,1776,1,17,17760117,Wednesday,0.2833,-36.3736,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
237,44,Haast_U_Langzaam_A,Frigate,1776,1,18,17760118,Thursday,0.7333,-37.4569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
238,45,Haast_U_Langzaam_A,Frigate,1776,1,19,17760119,Friday,0.9667,-38.2069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
239,46,Haast_U_Langzaam_A,Frigate,1776,1,20,17760120,Saturday,1.0833,-39.2569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
240,47,Haast_U_Langzaam_A,Frigate,1776,1,21,17760121,Sunday,1.05,-40.7569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
241,48,Haast_U_Langzaam_A,Frigate,1776,1,22,17760122,Monday,1.1833,-42.6569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
242,49,Haast_U_Langzaam_A,Frigate,1776,1,23,17760123,Tuesday,1.3667,-44.2569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
243,50,Haast_U_Langzaam_A,Frigate,1776,1,24,17760124,Wednesday,1.6,-45.8569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
244,51,Haast_U_Langzaam_A,Frigate,1776,1,25,17760125,Thursday,2.3167,-47.2069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
245,52,Haast_U_Langzaam_A,Frigate,1776,1,26,17760126,Friday,3.0833,-49.0569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
246,53,Haast_U_Langzaam_A,Frigate,1776,1,27,17760127,Saturday,4.05,-49.6403,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
247,54,Haast_U_Langzaam_A,Frigate,1776,1,28,17760128,Sunday,4.7167,-50.4569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
248,55,Haast_U_Langzaam_A,Frigate,1776,1,29,17760129,Monday,5.626,-52.41,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
249,56,Haast_U_Langzaam_A,Frigate,1776,1,30,17760130,Tuesday,5.981,-53.879,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
250,57,Haast_U_Langzaam_A,Frigate,1776,1,31,17760131,Wednesday,6,-55.2,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_537
251,1,Haast_U_Langzaam_B,Frigate,1778,1,30,17780130,Friday,5.083,-1.3377,,6,281,,281,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
252,2,Haast_U_Langzaam_B,Frigate,1778,1,31,17780131,Saturday,4.0833,-3.0903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
253,3,Haast_U_Langzaam_B,Frigate,1778,2,1,17780201,Sunday,4.0167,-2.1569,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
254,4,Haast_U_Langzaam_B,Frigate,1778,2,2,17780202,Monday,3.9,-1.8736,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
255,5,Haast_U_Langzaam_B,Frigate,1778,2,3,17780203,Tuesday,3.5333,-1.78,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
256,6,Haast_U_Langzaam_B,Frigate,1778,2,4,17780204,Wednesday,3.1,-1.5403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
257,7,Haast_U_Langzaam_B,Frigate,1778,2,5,17780205,Thursday,2.9667,-1.5903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
258,8,Haast_U_Langzaam_B,Frigate,1778,2,6,17780206,Friday,2.8667,-0.8903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
259,9,Haast_U_Langzaam_B,Frigate,1778,2,7,17780207,Saturday,2.4167,-1.5236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
260,10,Haast_U_Langzaam_B,Frigate,1778,2,8,17780208,Sunday,2.3167,-1.4069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
261,11,Haast_U_Langzaam_B,Frigate,1778,2,9,17780209,Monday,2.2667,-2.0236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
262,12,Haast_U_Langzaam_B,Frigate,1778,2,10,17780210,Tuesday,1.9167,-1.5569,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
263,13,Haast_U_Langzaam_B,Frigate,1778,2,11,17780211,Wednesday,1.3667,-1.1903,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
264,14,Haast_U_Langzaam_B,Frigate,1778,2,12,17780212,Thursday,1.3333,-1.5569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
265,15,Haast_U_Langzaam_B,Frigate,1778,2,13,17780213,Friday,0.7833,-1.1903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
266,16,Haast_U_Langzaam_B,Frigate,1778,2,14,17780214,Saturday,0.8,-1.4403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
267,17,Haast_U_Langzaam_B,Frigate,1778,2,15,17780215,Sunday,0.9833,-1.8903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
268,18,Haast_U_Langzaam_B,Frigate,1778,2,16,17780216,Monday,0.9167,-2.5569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
269,19,Haast_U_Langzaam_B,Frigate,1778,2,17,17780217,Tuesday,0.7333,-3.7569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
270,20,Haast_U_Langzaam_B,Frigate,1778,2,18,17780218,Wednesday,0.6333,-4.9736,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
271,21,Haast_U_Langzaam_B,Frigate,1778,2,19,17780219,Thursday,0.7333,-6.0236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
272,22,Haast_U_Langzaam_B,Frigate,1778,2,20,17780220,Friday,1.25,-7.0736,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
273,23,Haast_U_Langzaam_B,Frigate,1778,2,21,17780221,Saturday,1.35,-7.5569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
274,24,Haast_U_Langzaam_B,Frigate,1778,2,22,17780222,Sunday,1.1667,-7.6069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
275,25,Haast_U_Langzaam_B,Frigate,1778,2,23,17780223,Monday,0.8,-8.4069,,,,,,,,,,1,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
276,26,Haast_U_Langzaam_B,Frigate,1778,2,24,17780224,Tuesday,0.5333,-9.6403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
277,27,Haast_U_Langzaam_B,Frigate,1778,2,25,17780225,Wednesday,0.35,-11.4236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
278,28,Haast_U_Langzaam_B,Frigate,1778,2,26,17780226,Thursday,0.1833,-12.8236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
279,29,Haast_U_Langzaam_B,Frigate,1778,2,27,17780227,Friday,0,-14.8236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
280,30,Haast_U_Langzaam_B,Frigate,1778,2,28,17780228,Saturday,-0.1167,-16.9403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
281,31,Haast_U_Langzaam_B,Frigate,1778,3,1,17780301,Sunday,-0.0333,-18.7736,,,,,,2,,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
282,32,Haast_U_Langzaam_B,Frigate,1778,3,2,17780302,Monday,0.3,-19.6236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
283,33,Haast_U_Langzaam_B,Frigate,1778,3,3,17780303,Tuesday,0.3333,-20.7236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
284,34,Haast_U_Langzaam_B,Frigate,1778,3,4,17780304,Wednesday,0.0667,-22.0569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
285,35,Haast_U_Langzaam_B,Frigate,1778,3,5,17780305,Thursday,-0.15,-23.5236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
286,36,Haast_U_Langzaam_B,Frigate,1778,3,6,17780306,Friday,-0.3167,-24.8236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
287,37,Haast_U_Langzaam_B,Frigate,1778,3,7,17780307,Saturday,-0.4833,-25.0403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
288,38,Haast_U_Langzaam_B,Frigate,1778,3,8,17780308,Sunday,-0.45,-25.2236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
289,39,Haast_U_Langzaam_B,Frigate,1778,3,9,17780309,Monday,-0.25,-25.7736,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
290,40,Haast_U_Langzaam_B,Frigate,1778,3,10,17780310,Tuesday,0.1333,-26.7903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
291,41,Haast_U_Langzaam_B,Frigate,1778,3,11,17780311,Wednesday,0.45,-28.1403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
292,42,Haast_U_Langzaam_B,Frigate,1778,3,12,17780312,Thursday,1.0167,-29.1069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_542
