ID,Days,Vessel,VesselType,Year,Month,Day,Date,DayOfWeek,Latitude,Longitude,Slaves embarked,Slaves died on coast,Slaves began MP,Slaves disembarked,Slaves alive,Slave men deaths,Slave women deaths,Total slave adult deaths,Slave boy deaths,Slave girl deaths,Total slave child deaths,Slave deaths of unkown gender and age,Total slave deaths,Slave births,Archive,Document
858,47,Philadelphia_D,Frigate,1759,3,6,17590306,Tuesday,-0.2,-30.1667,,,,,303,2,,2,1,,1,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
859,48,Philadelphia_D,Frigate,1759,3,7,17590307,Wednesday,-0.0667,-30.8833,,,,,297,3,2,5,1,,1,,6,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
860,49,Philadelphia_D,Frigate,1759,3,8,17590308,Thursday,0.0667,-31.1,,,,,295,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
861,50,Philadelphia_D,Frigate,1759,3,9,17590309,Friday,0.2333,-31.55,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
862,51,Philadelphia_D,Frigate,1759,3,10,17590310,Saturday,0.7333,-32.6333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
863,52,Philadelphia_D,Frigate,1759,3,11,17590311,Sunday,1.4667,-34.1,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
864,53,Philadelphia_D,Frigate,1759,3,12,17590312,Monday,2.01,-34.87,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
865,54,Philadelphia_D,Frigate,1759,3,13,17590313,Tuesday,2.36,-35.62,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
866,55,Philadelphia_D,Frigate,1759,3,14,17590314,Wednesday,2.7,-36.16,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
867,56,Philadelphia_D,Frigate,1759,3,15,17590315,Thursday,3.17,-37.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
868,57,Philadelphia_D,Frigate,1759,3,16,17590316,Friday,2.93,-39.8,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
869,58,Philadelphia_D,Frigate,1759,3,17,17590317,Saturday,2.75,-41.37,,,,,290,2,,2,,1,1,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
870,59,Philadelphia_D,Frigate,1759,3,18,17590318,Sunday,3.32,-42.88,,,,,288,2,,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
871,60,Philadelphia_D,Frigate,1759,3,19,17590319,Monday,2.93,-44.21,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
872,61,Philadelphia_D,Frigate,1759,3,20,17590320,Tuesday,3.67,-45.9,,,,,,2,,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
873,62,Philadelphia_D,Frigate,1759,3,21,17590321,Wednesday,3.74,-47.67,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
874,63,Philadelphia_D,Frigate,1759,3,22,17590322,Thursday,3.85,-49.17,,,,,283,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
875,64,Philadelphia_D,Frigate,1759,3,23,17590323,Friday,4.64,-49.83,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
876,65,Philadelphia_D,Frigate,1759,3,24,17590324,Saturday,5.01,-50.18,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
877,66,Philadelphia_D,Frigate,1759,3,25,17590325,Sunday,5.13,-51.37,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
878,67,Philadelphia_D,Frigate,1759,3,26,17590326,Monday,6.0167,-52.56,,,,,,,,,,1,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
879,68,Philadelphia_D,Frigate,1759,3,27,17590327,Tuesday,5.8537,-53.7643,,,,,,2,1,3,,,,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
880,69,Philadelphia_D,Frigate,1759,3,28,17590328,Wednesday,5.95,-55.202,,,,,,3,1,4,,,,,4,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
881,70,Philadelphia_D,Frigate,1759,3,29,17590329,Thursday,5.8941,-55.0905,,,,,,1,2,3,,,,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_916
882,1,Philadelphia_E,Frigate,1760,10,11,17601011,Saturday,5.067,-1.2349,,11,301,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
883,2,Philadelphia_E,Frigate,1760,10,12,17601012,Sunday,4.7626,-1.0931,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
884,3,Philadelphia_E,Frigate,1760,10,13,17601013,Monday,4.4167,-0.8667,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
885,4,Philadelphia_E,Frigate,1760,10,14,17601014,Tuesday,3.5,-0.4833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
886,5,Philadelphia_E,Frigate,1760,10,15,17601015,Wednesday,2.9833,-0.0667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
887,6,Philadelphia_E,Frigate,1760,10,16,17601016,Thursday,3.3833,0.4,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
888,7,Philadelphia_E,Frigate,1760,10,17,17601017,Friday,3.05,0.5833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
889,8,Philadelphia_E,Frigate,1760,10,18,17601018,Saturday,2.5667,1.1333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
890,9,Philadelphia_E,Frigate,1760,10,19,17601019,Sunday,2.0333,1.5667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
891,10,Philadelphia_E,Frigate,1760,10,20,17601020,Monday,1.5667,2.2333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
892,11,Philadelphia_E,Frigate,1760,10,21,17601021,Tuesday,1.4833,2.55,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
893,12,Philadelphia_E,Frigate,1760,10,22,17601022,Wednesday,1.2167,2.6333,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
894,13,Philadelphia_E,Frigate,1760,10,23,17601023,Thursday,0.9333,2.7167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
895,14,Philadelphia_E,Frigate,1760,10,24,17601024,Friday,0.9333,2.7667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
896,15,Philadelphia_E,Frigate,1760,10,25,17601025,Saturday,0.3667,2.9333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
897,16,Philadelphia_E,Frigate,1760,10,26,17601026,Sunday,-0.0333,3.0333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
898,17,Philadelphia_E,Frigate,1760,10,27,17601027,Monday,0.14,3.5667,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
899,18,Philadelphia_E,Frigate,1760,10,28,17601028,Tuesday,0.3167,3.7667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
900,19,Philadelphia_E,Frigate,1760,10,29,17601029,Wednesday,0.28,3.14,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
901,20,Philadelphia_E,Frigate,1760,10,30,17601030,Thursday,0.2333,2.5167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
902,21,Philadelphia_E,Frigate,1760,10,31,17601031,Friday,0.1667,2.7667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
903,22,Philadelphia_E,Frigate,1760,11,1,17601101,Saturday,0,3.1833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
904,23,Philadelphia_E,Frigate,1760,11,2,17601102,Sunday,0,2.8833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
905,24,Philadelphia_E,Frigate,1760,11,3,17601103,Monday,0.7167,3.3833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
906,25,Philadelphia_E,Frigate,1760,11,4,17601104,Tuesday,0.4833,3.7333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
907,26,Philadelphia_E,Frigate,1760,11,5,17601105,Wednesday,0.4667,3.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
908,27,Philadelphia_E,Frigate,1760,11,6,17601106,Thursday,0.1,2.3667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
909,28,Philadelphia_E,Frigate,1760,11,7,17601107,Friday,-0.0333,1.4167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
910,29,Philadelphia_E,Frigate,1760,11,8,17601108,Saturday,0.3,0.5833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
911,30,Philadelphia_E,Frigate,1760,11,9,17601109,Sunday,0.1,-0.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
912,31,Philadelphia_E,Frigate,1760,11,10,17601110,Monday,-0.0851,-1.1783,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
913,32,Philadelphia_E,Frigate,1760,11,11,17601111,Tuesday,-0.35,-2.1,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
914,33,Philadelphia_E,Frigate,1760,11,12,17601112,Wednesday,-0.0167,-3.0667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
915,34,Philadelphia_E,Frigate,1760,11,13,17601113,Thursday,-0.1167,-4.2,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
916,35,Philadelphia_E,Frigate,1760,11,14,17601114,Friday,-0.3167,-5.7333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
917,36,Philadelphia_E,Frigate,1760,11,15,17601115,Saturday,-0.55,-7.4,,,,,,,,,,,,,,1,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
918,37,Philadelphia_E,Frigate,1760,11,16,17601116,Sunday,-0.3833,-9.1667,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
919,38,Philadelphia_E,Frigate,1760,11,17,17601117,Monday,-0.0167,-10.5667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
920,39,Philadelphia_E,Frigate,1760,11,18,17601118,Tuesday,-0.2833,-11.9333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
921,40,Philadelphia_E,Frigate,1760,11,19,17601119,Wednesday,-0.65,-13.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
922,41,Philadelphia_E,Frigate,1760,11,20,17601120,Thursday,-0.1333,-15.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
923,42,Philadelphia_E,Frigate,1760,11,21,17601121,Friday,-0.2333,-17.2,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
924,43,Philadelphia_E,Frigate,1760,11,22,17601122,Saturday,-0.4833,-18.2,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
925,44,Philadelphia_E,Frigate,1760,11,23,17601123,Sunday,-0.5548,-20.0336,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
926,45,Philadelphia_E,Frigate,1760,11,24,17601124,Monday,-0.5833,-21.85,,,,,,,,,,,,,,1,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
927,46,Philadelphia_E,Frigate,1760,11,25,17601125,Tuesday,-0.55,-23.4833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
928,47,Philadelphia_E,Frigate,1760,11,26,17601126,Wednesday,-0.5667,-25.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
929,48,Philadelphia_E,Frigate,1760,11,27,17601127,Thursday,-0.5667,-27.1167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
930,49,Philadelphia_E,Frigate,1760,11,28,17601128,Friday,-0.3833,-28.9167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
931,50,Philadelphia_E,Frigate,1760,11,29,17601129,Saturday,-0.2032,-30.6134,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
932,51,Philadelphia_E,Frigate,1760,11,30,17601130,Sunday,-0.05,-32.2167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
933,52,Philadelphia_E,Frigate,1760,12,1,17601201,Monday,0.4667,-33.3833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
934,53,Philadelphia_E,Frigate,1760,12,2,17601202,Tuesday,0.95,-34.75,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
935,54,Philadelphia_E,Frigate,1760,12,3,17601203,Wednesday,1.6833,-36.4,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
936,55,Philadelphia_E,Frigate,1760,12,4,17601204,Thursday,2.3333,-38.0167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
937,56,Philadelphia_E,Frigate,1760,12,5,17601205,Friday,2.7667,-39.3833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
938,57,Philadelphia_E,Frigate,1760,12,6,17601206,Saturday,3.05,-39.89,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
939,58,Philadelphia_E,Frigate,1760,12,7,17601207,Sunday,3.06,-40.26,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
940,59,Philadelphia_E,Frigate,1760,12,8,17601208,Monday,3.76,-40.58,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
941,60,Philadelphia_E,Frigate,1760,12,9,17601209,Tuesday,4.4,-41.06,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
942,61,Philadelphia_E,Frigate,1760,12,10,17601210,Wednesday,5.06,-41.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
943,62,Philadelphia_E,Frigate,1760,12,11,17601211,Thursday,5.51,-42.72,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
944,63,Philadelphia_E,Frigate,1760,12,12,17601212,Friday,5.81,-43.31,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
945,64,Philadelphia_E,Frigate,1760,12,13,17601213,Saturday,5.33,-43.79,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
946,65,Philadelphia_E,Frigate,1760,12,14,17601214,Sunday,6.31,-44.18,,,,,,1,,1,,1,1,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
947,66,Philadelphia_E,Frigate,1760,12,15,17601215,Monday,6.46,-44.26,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
948,67,Philadelphia_E,Frigate,1760,12,16,17601216,Tuesday,6.12,-44.27,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
949,68,Philadelphia_E,Frigate,1760,12,17,17601217,Wednesday,5.86,-44.46,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
950,69,Philadelphia_E,Frigate,1760,12,18,17601218,Thursday,5.85,-44.78,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
951,70,Philadelphia_E,Frigate,1760,12,19,17601219,Friday,5.87,-45.14,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
952,71,Philadelphia_E,Frigate,1760,12,20,17601220,Saturday,5.64,-45.01,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
953,72,Philadelphia_E,Frigate,1760,12,21,17601221,Sunday,6.02,-45.49,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
954,73,Philadelphia_E,Frigate,1760,12,22,17601222,Monday,6,-45.89,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
955,74,Philadelphia_E,Frigate,1760,12,23,17601223,Tuesday,6.13,-46.36,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
956,75,Philadelphia_E,Frigate,1760,12,24,17601224,Wednesday,6.2,-46.72,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
957,76,Philadelphia_E,Frigate,1760,12,25,17601225,Thursday,6.05,-47.2,,,,,,,,,,,,1,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
958,77,Philadelphia_E,Frigate,1760,12,26,17601226,Friday,5.61,-47.56,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
959,78,Philadelphia_E,Frigate,1760,12,27,17601227,Saturday,6.33,-47.79,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
960,79,Philadelphia_E,Frigate,1760,12,28,17601228,Sunday,6.33,-48.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
961,80,Philadelphia_E,Frigate,1760,12,29,17601229,Monday,6.48,-48.48,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
962,81,Philadelphia_E,Frigate,1760,12,30,17601230,Tuesday,5.98,-48.72,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
963,82,Philadelphia_E,Frigate,1760,12,31,17601231,Wednesday,6.56,-47.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
964,83,Philadelphia_E,Frigate,1761,1,1,17610101,Thursday,6.34,-48.38,,,,,,,,,,,,,,1,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
965,84,Philadelphia_E,Frigate,1761,1,2,17610102,Friday,6.94,-49.66,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
966,85,Philadelphia_E,Frigate,1761,1,3,17610103,Saturday,6.17,-50.08,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
967,86,Philadelphia_E,Frigate,1761,1,4,17610104,Sunday,6.47,-50.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
968,87,Philadelphia_E,Frigate,1761,1,5,17610105,Monday,6,-51.39,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
969,88,Philadelphia_E,Frigate,1761,1,6,17610106,Tuesday,5.77,-51.95,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
970,89,Philadelphia_E,Frigate,1761,1,7,17610107,Wednesday,5.15,-52.34,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
971,90,Philadelphia_E,Frigate,1761,1,8,17610108,Thursday,6.07,-53.31,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
972,91,Philadelphia_E,Frigate,1761,1,9,17610109,Friday,6.1,-54.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
973,92,Philadelphia_E,Frigate,1761,1,10,17610110,Saturday,5.93,-55.18,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
974,93,Philadelphia_E,Frigate,1761,1,11,17610111,Sunday,6.0982,-54.7627,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
975,94,Philadelphia_E,Frigate,1761,1,12,17610112,Monday,6.0122,-55.2118,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
976,95,Philadelphia_E,Frigate,1761,1,13,17610113,Tuesday,5.8968,-55.0961,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_922
977,1,Prins_Willem_de_Vijfde_A,Frigate,1752,8,27,17520828,Sunday,5.3754,-0.1538,,,256,,256,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
978,2,Prins_Willem_de_Vijfde_A,Frigate,1752,8,28,17520828,Monday,5,2.7167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
979,3,Prins_Willem_de_Vijfde_A,Frigate,1752,8,29,17520829,Tuesday,4.25,3.16,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
980,4,Prins_Willem_de_Vijfde_A,Frigate,1752,8,30,17520830,Wednesday,3.6833,3.68,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
981,5,Prins_Willem_de_Vijfde_A,Frigate,1752,8,31,17520831,Thursday,3.1167,4.37,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
982,6,Prins_Willem_de_Vijfde_A,Frigate,1752,9,1,17520901,Friday,3.4,4.7,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
983,7,Prins_Willem_de_Vijfde_A,Frigate,1752,9,2,17520902,Saturday,2.45,5.21,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
984,8,Prins_Willem_de_Vijfde_A,Frigate,1752,9,3,17520903,Sunday,1.5,6.14,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
985,9,Prins_Willem_de_Vijfde_A,Frigate,1752,9,4,17520904,Monday,0.8,6.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
986,10,Prins_Willem_de_Vijfde_A,Frigate,1752,9,5,17520905,Tuesday,0.4333,7.7,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
987,11,Prins_Willem_de_Vijfde_A,Frigate,1752,9,6,17520906,Wednesday,0.15,8.0167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
988,12,Prins_Willem_de_Vijfde_A,Frigate,1752,9,7,17520907,Thursday,0,8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
989,13,Prins_Willem_de_Vijfde_A,Frigate,1752,9,8,17520908,Friday,0.1167,7.6666,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
990,14,Prins_Willem_de_Vijfde_A,Frigate,1752,9,9,17520909,Saturday,-0.3833,7.5167,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
991,15,Prins_Willem_de_Vijfde_A,Frigate,1752,9,10,17520910,Sunday,-0.7167,7.67,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
992,16,Prins_Willem_de_Vijfde_A,Frigate,1752,9,11,17520911,Monday,-1.6,8.31,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
993,17,Prins_Willem_de_Vijfde_A,Frigate,1752,9,12,17520912,Tuesday,-2.0667,8.7,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
994,18,Prins_Willem_de_Vijfde_A,Frigate,1752,9,13,17520913,Wednesday,-1.8667,8.01,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
995,19,Prins_Willem_de_Vijfde_A,Frigate,1752,9,14,17520914,Thursday,-1.75,7.18,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
996,20,Prins_Willem_de_Vijfde_A,Frigate,1752,9,15,17520915,Friday,-1.7167,7.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
997,21,Prins_Willem_de_Vijfde_A,Frigate,1752,9,16,17520916,Saturday,-1.7167,6.1333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
998,22,Prins_Willem_de_Vijfde_A,Frigate,1752,9,17,17520917,Sunday,-1.5833,5.0833,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
999,23,Prins_Willem_de_Vijfde_A,Frigate,1752,9,18,17520918,Monday,-1.6333,3.8833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1000,24,Prins_Willem_de_Vijfde_A,Frigate,1752,9,19,17520919,Tuesday,-1.6333,2.55,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1001,25,Prins_Willem_de_Vijfde_A,Frigate,1752,9,20,17520920,Wednesday,-1.6333,1.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1002,26,Prins_Willem_de_Vijfde_A,Frigate,1752,9,21,17520921,Thursday,-1.7833,-0.4167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1003,27,Prins_Willem_de_Vijfde_A,Frigate,1752,9,22,17520922,Friday,-1.95,-2.4167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1004,28,Prins_Willem_de_Vijfde_A,Frigate,1752,9,23,17520923,Saturday,-1.95,-4.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1005,29,Prins_Willem_de_Vijfde_A,Frigate,1752,9,24,17520924,Sunday,-1.95,-5.9833,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1006,30,Prins_Willem_de_Vijfde_A,Frigate,1752,9,25,17520925,Monday,-1.95,-7.4833,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1007,31,Prins_Willem_de_Vijfde_A,Frigate,1752,9,26,17520926,Tuesday,-1.95,-9.1833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1008,32,Prins_Willem_de_Vijfde_A,Frigate,1752,9,27,17520927,Wednesday,-1.95,-11.3167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1009,33,Prins_Willem_de_Vijfde_A,Frigate,1752,9,28,17520928,Thursday,-1.95,-13.1833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
